Applicant_ID,Sector_Preferences,Skills,Location_Preference,CGPA_or_Percentage_Normalized,Past_Participation_Encoded,Willingness_to_Relocate_Encoded,Preferred_Industry_Type_Corporate,Preferred_Industry_Type_MSME,Preferred_Industry_Type_PSU,Preferred_Industry_Type_Startup,Internship_Mode_Hybrid,Internship_Mode_In-person,Internship_Mode_Remote,Education_Level_Encoded
1573,Energy; IT; Manufacturing; Automotive,cad; javascript; quality control; vehicle diagnostics,Coimbatore,0.3053,1,1,0,1,0,0,1,0,0,0
1574,Electrical; Education,autocad; pcb design; project management; teaching; teamwork; writing,Bhubaneswar,0.0060,0,1,0,0,1,0,1,0,0,3
1575,Healthcare; Railway,drafting; record keeping; safety; writing,Faridabad,0.4500,1,1,1,0,0,0,0,1,0,3
1576,Electrical; IT; Software; Logistics,css; embedded; html; python; sql; teamwork; warehouse ops,Mumbai,0.6421,1,1,1,0,0,0,0,0,1,2
1577,Electrical; Automotive,assembly; circuit analysis; ui principles; writing,Kochi,0.8120,0,1,0,0,1,0,0,0,1,1
1578,Finance; Energy; Education; Software,classroom management; docker; power systems; problem solving; safety,Noida,0.6421,0,1,1,0,0,0,0,1,0,1
1579,Manufacturing; Software,cnc; oop; presentation; six sigma; supply chain,Bengaluru,0.3474,1,1,0,1,0,0,0,0,1,2
1580,Education; Automotive; E-commerce,assembly; assessment; customer support; order management,Coimbatore,0.9780,0,1,1,0,0,0,0,1,0,0
1581,Energy; Banking,accounting; operations; presentation; problem solving,Cuttack,0.0526,0,1,0,0,1,0,0,0,1,0
1582,Banking; Finance,communication; financial modeling; pharmacology; presentation; qc; writing,Udaipur,0.8947,0,1,1,0,0,0,0,0,1,1
1583,Education; Software; Electrical,api design; assessment; classroom management; power systems; teamwork; writing,Warangal,0.3684,0,1,0,1,0,0,0,1,0,3
1584,IT; Manufacturing; Automotive; Finance,git; java; ms excel; problem solving; sql,Kolkata,0.3895,0,1,0,0,0,1,1,0,0,3
1585,Finance; Education; Banking; Healthcare,assessment; content creation; patient care; tally; teaching,Mangaluru,0.7240,0,0,0,0,0,1,0,1,0,1
1586,Education; Electrical,assessment; communication; gmp; presentation; soldering; teamwork,Gwalior,0.9760,0,1,0,0,1,0,1,0,0,2
1587,E-commerce; Electrical,embedded; marketplace ops; order management; presentation,Kolkata,0.1580,0,1,0,0,0,1,0,0,1,1
1588,Automotive; Electrical,assembly; cad; communication; pcb design; presentation; problem solving; teamwork,Bhopal,0.7474,0,1,0,0,1,0,0,0,1,1
1589,Banking; Railway; Automotive,assembly; excel; pharmacology; presentation; signal systems; time management,Lucknow,0.9000,0,1,0,0,0,1,0,1,0,3
1590,Healthcare; Energy,biostatistics; first aid; lab techniques; operations; teamwork,Kolkata,0.7263,0,0,0,0,0,1,0,0,1,1
1591,Railway; Education; Telecom; Software,algorithms; communication; data structures; operations; presentation; signal systems; teaching; teamwork,Bengaluru,0.2980,0,0,0,0,1,0,0,0,1,1
1592,Finance; Software,basic life support; documentation; financial modeling; presentation; writing,Ludhiana,0.9520,0,1,0,0,1,0,0,0,1,0
1593,Manufacturing; E-commerce; Automotive,customer support; lab techniques; lean; statistics; supply chain,Gurugram,0.3684,1,1,0,0,0,1,0,0,1,2
1594,IT; Finance; Healthcare; Banking,accounting; biostatistics; communication; customer service; patient care; pharmacology; record keeping; writing,Kozhikode,0.2000,1,1,1,0,0,0,0,1,0,3
1595,Logistics; Manufacturing; IT,content writing; java; linux; teamwork; time management,Mumbai,0.7260,1,0,0,0,1,0,1,0,0,2
1596,Automotive; Electrical; Banking; Healthcare,accounting; embedded; presentation; problem solving; supply chain; vehicle diagnostics,Warangal,0.1789,1,1,1,0,0,0,0,0,1,4
1597,Telecom; IT; Healthcare,communication; css; java; javascript; lab techniques; python; time management,Patna,0.2900,0,0,0,1,0,0,0,0,1,2
1598,Manufacturing; Telecom; Energy,communication; networking; rf planning; safety; teamwork; writing,Noida,0.7600,1,1,0,1,0,0,0,0,1,2
1599,Energy; Logistics,communication; maintenance; problem solving; safety; teamwork; warehouse ops,Hyderabad,0.3240,1,0,1,0,0,0,0,1,0,3
1600,Energy; Banking,documentation; financial modeling; power systems; presentation,Gurugram,0.7580,1,0,0,0,1,0,0,1,0,3
1601,Software; Railway; Electrical; Automotive,algorithms; circuit analysis; communication; embedded; oop; power systems; presentation; writing,Ludhiana,0.4260,0,1,1,0,0,0,0,0,1,3
1602,Banking; Software; Electrical,accounting; api design; audit; basic life support; circuit analysis; embedded; excel; presentation,Vadodara,0.9579,0,1,0,0,1,0,0,0,1,3
1603,Automotive; IT,accounting; html; market research; testing; time management,Chandigarh,0.6211,0,0,0,0,0,1,0,1,0,3
1604,Telecom; Healthcare,biostatistics; networking; record keeping; rf planning; teaching; writing,Bhopal,0.1100,0,0,0,1,0,0,0,0,1,3
1605,Logistics; Healthcare,ms excel; patient care; teamwork; warehouse ops,Warangal,0.0947,0,0,0,0,0,1,1,0,0,1
1606,Education; Energy; Software; Manufacturing,cad; content creation; excel; market research; problem solving; teamwork,Madurai,0.1060,1,1,1,0,0,0,0,1,0,1
1607,Finance; Banking; IT; Electrical,audit; figma; git; gst; pcb design; presentation; tally,Kanpur,0.3684,0,0,0,0,1,0,1,0,0,1
1608,Logistics; Telecom; Railway,design basics; documentation; fiber splicing; signal systems; teamwork,Ludhiana,0.6211,0,0,0,0,0,1,0,1,0,3
1609,IT; Telecom,git; networking; python; research; rf planning; sql; teamwork; troubleshooting,New Delhi,0.6220,0,0,1,0,0,0,0,1,0,2
1610,Education; Telecom; IT,classroom management; content creation; field work; java,Hyderabad,0.2421,0,0,0,0,1,0,0,0,1,1
1611,Healthcare; Software; Railway,algorithms; docker; oop; signal systems; teamwork,Patna,0.6421,1,0,0,1,0,0,0,0,1,1
1612,Education; Healthcare; Manufacturing,cam; classroom management; first aid; lab techniques; lean; lesson planning; patient care; teamwork,Bengaluru,0.2240,0,1,0,0,0,1,0,0,1,4
1613,Electrical; Energy,documentation; reporting; soldering; time management,Nagpur,0.8316,0,1,0,0,0,1,1,0,0,1
1614,Software; Automotive,algorithms; data structures; oop; presentation; time management,Chennai,0.2000,0,1,0,0,1,0,1,0,0,2
1615,Software; E-commerce; Manufacturing; Healthcare,communication; first aid; quality control; supply chain,Ahmedabad,0.5158,0,0,0,0,0,1,0,0,1,2
1616,Software; Logistics; Railway,algorithms; documentation; excel; maintenance; ms excel; procurement; safety; time management,Siliguri,0.7895,0,1,0,1,0,0,0,0,1,0
1617,Railway; Healthcare,documentation; lab techniques; maintenance; operations; patient care; presentation; record keeping; signal systems,Patna,0.7895,0,0,1,0,0,0,0,1,0,4
1618,E-commerce; Education,communication; content creation; excel; teaching; teamwork; time management; writing,Lucknow,0.7920,1,1,1,0,0,0,1,0,0,3
1619,Banking; Railway,communication; maintenance; operations; safety; soil testing; teamwork; writing,Ludhiana,0.7520,0,0,0,0,1,0,0,1,0,3
1620,Manufacturing; Telecom,cnc; field work; quality control; six sigma,Ludhiana,0.7053,0,1,0,0,1,0,0,0,1,3
1621,Education; Railway; Finance,classroom management; financial modeling; lesson planning; presentation; safety; ui principles,Mangaluru,0.0440,0,0,0,0,1,0,0,0,1,3
1622,Finance; Telecom; Energy; Railway,audit; problem solving; time management; writing,Hyderabad,0.4240,1,1,0,1,0,0,0,1,0,1
1623,Banking; Electrical,autocad; customer service; embedded; excel; problem solving; soldering,Bengaluru,0.3053,0,0,0,0,1,0,1,0,0,4
1624,Electrical; Healthcare; Telecom; Automotive,lab techniques; patient care; power systems; soldering,Kanpur,0.2620,1,0,0,1,0,0,0,1,0,2
1625,Software; Telecom; Automotive; IT,api design; gmp; pharmacology; qc; quality checks; react,Kanpur,0.3100,1,1,0,1,0,0,0,1,0,3
1626,Software; Healthcare,accounting; algorithms; communication; data structures; lab techniques; presentation; record keeping,Warangal,0.8660,1,1,0,1,0,0,0,0,1,3
1627,Education; Logistics,communication; teamwork; time management; warehouse ops,Mysuru,0.8526,0,1,0,0,0,1,0,0,1,4
1628,Logistics; IT; E-commerce; Railway,java; procurement; warehouse ops; writing,Nagpur,0.1158,1,1,1,0,0,0,1,0,0,2
1629,Electrical; Automotive; Manufacturing; Software,cam; communication; oop; quality checks; soldering; supply chain; teamwork; time management,New Delhi,0.0737,1,1,0,0,1,0,0,1,0,3
1630,Manufacturing; Electrical,accounting; circuit analysis; embedded; excel; market research; problem solving; six sigma,Noida,0.3180,0,1,0,1,0,0,1,0,0,1
1631,Automotive; Logistics,presentation; procurement; routing; supply chain; time management; vehicle diagnostics,Kanpur,0.6842,0,1,1,0,0,0,1,0,0,3
1632,Railway; Automotive; Software,docker; operations; teamwork; time management,Indore,0.6400,0,1,0,0,0,1,0,1,0,1
1633,Banking; IT; E-commerce,accounting; customer support; python; writing,Hyderabad,0.6000,1,1,0,0,0,1,0,1,0,2
1634,Banking; Manufacturing; Electrical,audit; cad; circuit analysis; customer service; financial modeling; time management,Cuttack,0.9158,0,0,0,0,1,0,1,0,0,0
1635,Healthcare; Railway,documentation; record keeping; safety; writing,Bhubaneswar,0.6760,0,1,0,0,0,1,0,1,0,1
1636,Finance; Automotive; Telecom; Banking,audit; customer service; networking; tally; troubleshooting; writing,Warangal,0.4100,0,1,1,0,0,0,1,0,0,2
1637,Logistics; Banking,basic life support; communication; inventory; presentation; problem solving,New Delhi,0.3180,0,1,1,0,0,0,1,0,0,1
1638,Finance; Automotive; IT; Railway,css; java; javascript; market research; react; tally; teamwork; time management,Bhopal,0.6211,0,0,0,0,1,0,0,0,1,4
1639,Healthcare; E-commerce,biostatistics; customer support; marketplace ops; patient care; teamwork,Lucknow,0.7053,1,1,0,0,0,1,1,0,0,1
1640,Energy; Software,communication; data structures; operations; presentation; teamwork,Gwalior,0.5400,0,1,1,0,0,0,1,0,0,3
1641,Railway; Energy; Finance,communication; power systems; safety; time management; writing,Ludhiana,0.8316,1,1,1,0,0,0,1,0,0,3
1642,Manufacturing; Railway; Telecom; Logistics,cnc; fiber splicing; lean; supply chain,Jaipur,0.7053,1,0,0,0,0,1,1,0,0,3
1643,Finance; E-commerce; Railway,audit; cataloging; customer support; gst; maintenance; operations; tally; teamwork,Surat,0.6500,0,0,0,0,1,0,0,0,1,2
1644,Electrical; Railway; Banking,accounting; audit; lab techniques; pcb design; signal systems; time management,Pune,0.2240,0,1,0,0,1,0,0,0,1,3
1645,Manufacturing; Automotive,cad; cam; communication; quality checks; teamwork,Ludhiana,0.7053,0,1,0,0,1,0,0,1,0,3
1646,Logistics; Energy; Education,communication; content writing; design basics; documentation; inventory; routing; teamwork; writing,New Delhi,0.3460,1,0,0,0,0,1,0,0,1,3
1647,Education; Automotive; IT,field work; html; lesson planning; problem solving; soil testing; teaching; time management; writing,Mangaluru,0.4820,0,1,0,0,0,1,1,0,0,0
1648,E-commerce; Electrical; Education; Banking,communication; financial modeling; lesson planning; marketplace ops; order management; power systems,New Delhi,0.1400,1,1,0,0,1,0,1,0,0,3
1649,Logistics; Telecom; Manufacturing,inventory; rf planning; six sigma; teamwork; warehouse ops,Faridabad,0.3660,0,1,0,0,0,1,0,1,0,1
1650,Energy; Education,assessment; classroom management; communication; content writing; design basics; maintenance; time management; writing,Faridabad,0.8316,0,0,0,0,0,1,0,1,0,3
1651,Logistics; Energy; Telecom,communication; documentation; inventory; ms excel; networking; operations; procurement; troubleshooting,Thiruvananthapuram,0.8120,1,1,1,0,0,0,0,0,1,0
1652,Logistics; Energy; Education,maintenance; safety; statistics; teaching,Kolkata,0.5158,0,1,0,0,1,0,0,0,1,3
1653,Manufacturing; E-commerce,cnc; communication; lean; ms excel; operations; quality control; supply chain,Gaya,0.6842,0,1,0,0,1,0,0,1,0,3
1654,Logistics; Telecom; Banking,field work; inventory; procurement; rf planning; routing; soil testing; teamwork,Hyderabad,0.0737,1,1,1,0,0,0,0,1,0,4
1655,IT; Automotive; Electrical,cad; git; javascript; testing,Faridabad,0.8580,0,0,0,0,0,1,1,0,0,2
1656,Finance; Healthcare; Logistics; Automotive,assembly; excel; ms excel; presentation; problem solving; routing; warehouse ops; writing,Lucknow,0.9789,0,1,0,0,0,1,0,1,0,1
1657,IT; Manufacturing; Railway,cad; cam; css; documentation; operations; presentation; safety; teamwork,Udaipur,0.4200,1,0,0,1,0,0,0,1,0,1
1658,Railway; Banking; Automotive; Energy,documentation; quality checks; signal systems; time management; writing,Patna,0.3895,1,1,0,1,0,0,0,1,0,2
1659,Banking; E-commerce; Manufacturing,assessment; audit; customer service; lean; order management; problem solving; six sigma,Lucknow,0.7263,0,1,0,0,1,0,1,0,0,3
1660,Finance; Education; Manufacturing,content creation; lean; supply chain; tally,New Delhi,0.3960,0,0,0,1,0,0,1,0,0,2
1661,Banking; Manufacturing; Electrical,accounting; audit; cad; excel; financial modeling; quality control; writing,Jaipur,0.9579,0,0,1,0,0,0,0,0,1,3
1662,Energy; Manufacturing,autocad; cam; maintenance; power systems; presentation; quality control; safety; teamwork,Ludhiana,0.8760,0,1,0,0,0,1,0,0,1,3
1663,Manufacturing; Electrical; Education; Railway,assessment; cam; embedded; lean; lesson planning; quality control; signal systems,Cuttack,0.4100,0,1,0,0,1,0,0,0,1,0
1664,Education; Banking; Railway; Finance,assessment; classroom management; content creation; excel; financial modeling; lesson planning; signal systems; teamwork,Mangaluru,0.3474,1,1,0,1,0,0,1,0,0,3
1665,Banking; Telecom; Education,assessment; classroom management; communication; content creation; presentation; problem solving; teamwork,Patna,0.8737,0,0,1,0,0,0,0,0,1,3
1666,Finance; Software,algorithms; docker; gst; teamwork,Cuttack,0.0620,1,0,0,0,1,0,0,1,0,4
1667,Software; Manufacturing; Education; E-commerce,assessment; customer support; quality control; teaching,Gurugram,0.8420,1,0,0,1,0,0,0,1,0,4
1668,Railway; E-commerce; Electrical,communication; operations; order management; time management; writing,Kozhikode,0.6421,0,0,0,0,1,0,1,0,0,1
1669,Finance; IT; Banking,accounting; field work; java; linux; python; sql; testing; time management,Thiruvananthapuram,0.7680,0,0,0,1,0,0,0,1,0,1
1670,E-commerce; IT; Electrical,assessment; circuit analysis; marketplace ops; power systems; presentation; soldering,Noida,0.6211,1,1,0,0,1,0,0,1,0,1
1671,Logistics; Finance,content writing; design basics; gst; problem solving; research; routing,Mysuru,0.7263,1,0,0,0,0,1,0,1,0,1
1672,E-commerce; Telecom; Finance; Logistics,customer support; gst; inventory; market research; procurement; teamwork,New Delhi,0.3080,0,1,0,0,0,1,0,1,0,1
1673,Banking; Energy; E-commerce,audit; cataloging; customer service; order management; presentation; problem solving; writing,Siliguri,0.6211,1,1,0,0,0,1,0,0,1,3
1674,IT; Telecom,css; fiber splicing; java; rf planning,Warangal,0.5060,0,1,0,0,0,1,0,1,0,1
1675,Telecom; Energy; Healthcare; Education,adobe xd; communication; fiber splicing; rf planning; safety,Gwalior,0.4980,0,0,1,0,0,0,0,0,1,1
1676,Electrical; Healthcare; Manufacturing; Energy,biostatistics; cnc; first aid; pcb design; six sigma; teamwork; writing,Chennai,0.6280,0,1,0,0,1,0,0,1,0,1
1677,Manufacturing; Automotive,assembly; assessment; teaching; teamwork; writing,Warangal,0.4737,1,0,0,1,0,0,0,1,0,2
1678,Software; Finance; Telecom; E-commerce,assessment; fiber splicing; gst; time management,Bhopal,0.5880,1,1,0,1,0,0,0,0,1,3
1679,Education; Logistics; Automotive,content creation; ms excel; problem solving; quality checks,Gwalior,0.5280,0,1,1,0,0,0,0,0,1,3
1680,Electrical; IT; E-commerce; Healthcare,biostatistics; html; linux; order management; presentation; soldering; writing,Vadodara,0.7820,0,1,0,0,1,0,1,0,0,1
1681,Railway; Logistics,drafting; inventory; legal research; ms excel; presentation; problem solving; procurement; safety,Jaipur,0.6940,1,0,0,1,0,0,0,0,1,3
1682,E-commerce; Electrical; Railway; Finance,cataloging; communication; excel; marketplace ops; presentation; soldering; time management,Warangal,0.6632,0,1,0,0,0,1,0,0,1,0
1683,Energy; Railway; Electrical,communication; lab safety; safety; signal systems; soldering,Mangaluru,0.3263,0,1,0,0,1,0,1,0,0,0
1684,Automotive; Railway,cad; soil testing; supply chain; writing,Indore,0.1560,0,0,0,1,0,0,1,0,0,3
1685,E-commerce; Banking,accounting; cataloging; customer service; financial modeling; market research; presentation; problem solving; teamwork,Mysuru,0.8737,1,1,0,0,1,0,0,0,1,2
1686,Education; E-commerce; Software; Finance,accounting; cataloging; classroom management; data structures; excel; gst; project management; writing,Siliguri,0.2160,0,1,1,0,0,0,1,0,0,2
1687,Energy; Education,lesson planning; maintenance; power systems; problem solving; teaching; time management; writing,Bhubaneswar,0.1440,0,1,0,1,0,0,1,0,0,1
1688,Logistics; IT,java; linux; pharmacology; sql; teamwork; testing; writing,Siliguri,0.1700,0,0,1,0,0,0,0,1,0,1
1689,Railway; IT; Education; Banking,classroom management; content creation; java; javascript; lesson planning; linux; safety; signal systems,Bhubaneswar,0.6140,0,0,0,0,1,0,0,1,0,1
1690,IT; Healthcare,first aid; html; javascript; ui principles,Cuttack,0.6842,1,1,1,0,0,0,0,1,0,0
1691,Railway; E-commerce; Banking,adobe xd; customer service; figma; presentation; time management,Coimbatore,0.1368,0,1,1,0,0,0,0,0,1,1
1692,IT; Education; Railway; Energy,assessment; content creation; lesson planning; presentation; python; signal systems; sql; teaching,Udaipur,0.8640,0,0,0,0,1,0,0,1,0,2
1693,Finance; Automotive; Software,cad; docker; figma; gst; quality checks; tally; teamwork; writing,Faridabad,0.6040,1,0,0,1,0,0,1,0,0,1
1694,Healthcare; Energy; Finance,accounting; power systems; problem solving; record keeping,Chennai,0.9580,0,1,1,0,0,0,0,1,0,1
1695,IT; Energy,communication; documentation; git; linux; power systems; presentation,Gaya,0.6421,0,0,0,0,1,0,1,0,0,1
1696,Energy; Logistics; IT; Software,algorithms; documentation; javascript; maintenance; sql; teaching,Patna,0.4737,0,0,0,0,1,0,0,0,1,1
1697,E-commerce; Healthcare; Banking,audit; communication; customer support; documentation; order management,Cuttack,0.7980,0,1,0,1,0,0,0,0,1,3
1698,Software; Automotive,communication; market research; problem solving; supply chain,Mangaluru,0.6211,1,0,1,0,0,0,0,1,0,3
1699,Healthcare; Electrical; Energy; Railway,circuit analysis; lab techniques; power systems; problem solving; safety; writing,Nagpur,0.9960,1,0,0,0,0,1,1,0,0,3
1700,Logistics; Banking; Education; IT,classroom management; java; linux; testing; warehouse ops,Mysuru,0.6842,1,0,0,1,0,0,1,0,0,1
1701,Healthcare; Automotive; Electrical,assessment; first aid; power systems; quality checks; vehicle diagnostics,Lucknow,0.1789,0,1,0,1,0,0,1,0,0,3
1702,E-commerce; Logistics; Electrical,marketplace ops; pcb design; presentation; procurement; warehouse ops,Kanpur,0.3053,0,1,1,0,0,0,0,1,0,4
1703,Education; Energy; Healthcare,documentation; lab techniques; lesson planning; presentation,Gaya,0.9860,1,0,1,0,0,0,0,1,0,2
1704,Finance; Education; Logistics,accounting; lesson planning; warehouse ops; writing,Udaipur,0.5220,0,1,0,0,0,1,0,1,0,1
1705,Logistics; Telecom,data analysis; lab techniques; procurement; rf planning; warehouse ops; writing,Gwalior,0.2842,0,1,0,1,0,0,1,0,0,2
1706,Automotive; Banking,customer service; financial modeling; operations; quality checks; supply chain; teamwork; writing,Nagpur,0.4020,0,0,0,0,1,0,0,0,1,3
1707,Education; Software; E-commerce; IT,classroom management; css; html; javascript; linux; time management,Mangaluru,0.8420,0,0,1,0,0,0,0,1,0,2
1708,Finance; Telecom; Electrical; Automotive,audit; circuit analysis; gst; legal research; networking; power systems; teamwork,Gwalior,0.4800,0,0,0,1,0,0,1,0,0,3
1709,IT; Banking; Automotive; E-commerce,assembly; html; order management; sql; supply chain; time management,Gurugram,0.1080,1,1,0,0,0,1,0,0,1,3
1710,IT; Telecom; Railway,excel; fiber splicing; html; maintenance; networking; safety; signal systems,Indore,0.5520,1,0,1,0,0,0,0,0,1,1
1711,Banking; Manufacturing; Education,accounting; excel; presentation; teamwork,Mangaluru,0.9860,1,0,1,0,0,0,0,1,0,3
1712,IT; Banking; Education; Electrical,accounting; customer service; drafting; embedded; pcb design; problem solving; sql; writing,Jaipur,0.0160,0,1,0,1,0,0,0,1,0,2
1713,Logistics; Electrical; Railway; Automotive,assembly; power systems; problem solving; soil testing; soldering; teamwork,Bhubaneswar,0.1800,1,1,1,0,0,0,0,1,0,3
1714,E-commerce; Automotive,cataloging; lab techniques; problem solving; statistics; supply chain,Indore,0.4780,1,0,0,1,0,0,1,0,0,3
1715,Software; Education; Energy,algorithms; api design; communication; power systems,Kochi,0.0737,1,1,0,0,1,0,0,0,1,3
1716,Banking; Energy; Finance; Telecom,accounting; communication; problem solving; safety,Kochi,0.0526,1,1,0,0,1,0,0,0,1,2
1717,Automotive; Banking,assembly; financial modeling; problem solving; quality checks,Ludhiana,0.3180,0,0,0,1,0,0,0,0,1,1
1718,Education; Electrical; Banking; Energy,circuit analysis; content creation; documentation; lesson planning; maintenance; presentation; problem solving; writing,Hyderabad,0.7263,1,0,0,1,0,0,1,0,0,2
1719,Railway; Software; Telecom,api design; communication; docker; market research; operations; rf planning; signal systems,Bhopal,0.0960,0,1,1,0,0,0,0,0,1,1
1720,Manufacturing; Finance; Railway,cam; signal systems; supply chain; writing,Surat,0.2211,0,1,0,0,0,1,0,1,0,1
1721,Automotive; IT; Railway; Electrical,html; pcb design; sql; testing,Pune,0.4500,0,1,0,0,1,0,1,0,0,0
1722,Finance; Railway; Automotive; Energy,assembly; presentation; safety; signal systems,Jaipur,0.9080,0,1,0,1,0,0,0,0,1,3
1723,Education; IT; Telecom,assessment; classroom management; html; linux; react; sql; testing; writing,Jaipur,0.9158,0,1,0,0,1,0,0,1,0,3
1724,Automotive; Software; Finance; Energy,accounting; gst; oop; problem solving; quality checks; time management,Indore,0.7053,0,1,0,0,0,1,0,1,0,3
1725,Education; Electrical; Automotive,assembly; circuit analysis; classroom management; communication; ui principles; writing,Siliguri,0.2880,0,1,0,0,0,1,0,1,0,3
1726,Electrical; Finance; IT,audit; documentation; java; lab safety; presentation; sql; writing,Lucknow,0.0540,1,1,0,1,0,0,0,0,1,2
1727,Electrical; Energy; Finance; Railway,basic life support; operations; power systems; presentation; problem solving; tally; writing,Gurugram,0.8300,0,1,0,0,1,0,0,1,0,1
1728,E-commerce; Electrical; Manufacturing,cam; communication; operations; problem solving; teamwork,Gaya,0.3200,1,0,0,1,0,0,0,0,1,3
1729,IT; Energy; Healthcare,data analysis; documentation; linux; power systems; writing,Vadodara,0.2800,1,0,0,1,0,0,0,0,1,3
1730,Railway; Education; Logistics,inventory; ms excel; routing; signal systems; supply chain; teaching,Bhopal,0.3640,0,0,0,1,0,0,0,0,1,3
1731,Telecom; Manufacturing,matlab; problem solving; quality control; writing,Patna,0.4737,0,1,1,0,0,0,0,1,0,3
1732,E-commerce; Software,adobe xd; communication; data structures; figma; presentation; problem solving; time management; writing,Hyderabad,0.2632,1,1,0,1,0,0,1,0,0,1
1733,Education; Logistics,assessment; communication; operations; procurement; routing,Faridabad,0.6632,1,1,0,1,0,0,0,1,0,2
1734,Education; Energy; IT,basic life support; content creation; css; lab safety; operations; power systems; sql; writing,Ludhiana,0.7895,0,0,0,0,0,1,0,1,0,1
1735,Manufacturing; Healthcare; Railway,biostatistics; first aid; lab techniques; lean; market research; presentation; record keeping; teamwork,Mysuru,0.1300,0,1,1,0,0,0,0,1,0,0
1736,Automotive; Banking; Energy,accounting; assembly; problem solving; safety; vehicle diagnostics,Chandigarh,0.5368,1,1,1,0,0,0,0,0,1,3
1737,Software; IT; Railway; Telecom,data analysis; linux; networking; react,Cuttack,0.0740,0,1,0,0,1,0,0,0,1,1
1738,Telecom; Healthcare; Electrical; IT,case analysis; fiber splicing; first aid; lab techniques; presentation; record keeping; soldering; testing,Gaya,0.1220,0,1,0,0,1,0,0,1,0,1
1739,Manufacturing; Energy; Healthcare,autocad; cnc; documentation; lab techniques; patient care; presentation; safety,Chandigarh,0.4260,0,0,0,0,1,0,0,1,0,3
1740,Electrical; IT; Automotive; Education,assembly; java; react; soldering; testing; time management; vehicle diagnostics,Kanpur,0.9579,0,0,0,0,0,1,0,1,0,2
1741,IT; Finance; Railway; Manufacturing,accounting; html; lab techniques; safety; supply chain; testing,New Delhi,0.0780,0,0,0,0,1,0,0,1,0,3
1742,Finance; Electrical; Education; E-commerce,accounting; assessment; classroom management; marketplace ops; order management; project management; tally,Thiruvananthapuram,0.4960,0,0,0,0,1,0,1,0,0,3
1743,Healthcare; Telecom,communication; gmp; pharmacology; problem solving; qc; teamwork; writing,Mumbai,0.6211,0,0,0,0,1,0,0,0,1,3
1744,Healthcare; Automotive; Finance; Logistics,audit; gst; teamwork; warehouse ops,Indore,0.4380,1,1,1,0,0,0,1,0,0,3
1745,E-commerce; Telecom,cataloging; customer support; fiber splicing; rf planning; soil testing,Cuttack,0.3053,1,0,0,1,0,0,0,1,0,3
1746,Education; Telecom; Software,api design; data analysis; data structures; networking; presentation; time management; writing,Vadodara,0.8440,0,1,0,0,1,0,0,1,0,0
1747,E-commerce; Automotive; Railway,assembly; cataloging; ms excel; order management; problem solving; safety; vehicle diagnostics; writing,Madurai,0.1579,0,0,1,0,0,0,1,0,0,0
1748,Software; Logistics; Telecom,problem solving; reporting; teamwork; warehouse ops,Gwalior,0.3580,0,1,0,1,0,0,0,1,0,1
1749,Manufacturing; Banking; Software,audit; docker; financial modeling; gmp,Warangal,0.3860,0,1,0,0,1,0,0,1,0,1
1750,Education; Software,api design; assessment; classroom management; content creation; data structures; figma; presentation; teamwork,Kochi,0.0420,0,1,0,0,0,1,1,0,0,3
1751,Electrical; Telecom; Railway,communication; networking; power systems; qc; rf planning; soldering; teamwork; troubleshooting,Gaya,0.2632,0,1,0,1,0,0,0,1,0,1
1752,Manufacturing; E-commerce,cam; customer support; order management; qc; six sigma; writing,Kolkata,0.3053,1,1,0,0,1,0,1,0,0,3
1753,Electrical; Education; Healthcare,classroom management; lab techniques; record keeping; soldering; teaching; teamwork,Warangal,0.9789,0,1,1,0,0,0,0,0,1,0
1754,Railway; IT; Manufacturing; Software,git; oop; problem solving; signal systems; writing,Bhopal,0.7420,1,1,0,0,0,1,0,0,1,3
1755,Automotive; Logistics; Railway,assembly; autocad; documentation; ms excel; safety; supply chain; vehicle diagnostics; warehouse ops,Pune,0.6440,0,1,0,0,1,0,0,1,0,1
1756,Healthcare; Automotive; Education; Energy,classroom management; content creation; lab techniques; record keeping; teamwork; vehicle diagnostics,Jaipur,0.7440,0,1,0,0,1,0,0,0,1,3
1757,Healthcare; Telecom,excel; lab techniques; market research; presentation; problem solving; record keeping; teamwork; troubleshooting,Jodhpur,0.6000,0,0,0,0,0,1,0,0,1,3
1758,Banking; Telecom; Manufacturing; Software,cam; communication; content writing; excel; presentation; problem solving,Cuttack,0.5020,1,0,0,0,1,0,0,0,1,2
1759,Logistics; Automotive; Energy,assembly; documentation; procurement; routing; warehouse ops,Bengaluru,0.0600,0,0,0,0,0,1,0,0,1,3
1760,Telecom; Software,communication; data structures; ms excel; operations; teamwork,Kanpur,0.6580,0,1,0,0,1,0,1,0,0,3
1761,Logistics; Finance; Software; IT,communication; javascript; testing; warehouse ops,Vadodara,0.4040,1,1,0,0,1,0,0,1,0,1
1762,Banking; Education,accounting; assessment; data analysis; lab techniques; statistics; teamwork; time management; writing,Madurai,0.1260,1,1,0,0,1,0,1,0,0,4
1763,Railway; IT; Finance; Healthcare,communication; java; patient care; record keeping; sql; testing,Pune,0.1560,1,1,0,0,0,1,0,0,1,3
1764,E-commerce; Railway,communication; customer support; documentation; marketplace ops; presentation; problem solving; safety,Jaipur,0.7053,0,0,0,0,0,1,0,1,0,1
